position_id,party_id,statement_id,position_label,position_numeric,source_type,text_snippet,source_link
IEP0104,IF,32,Completely disagree,-2,Other (please specify),Self-placement: In Ukraine elections have been banned and 20 political parties banned (paraphrased),Self-placement
IEP0105,IF,33,Completely disagree,-2,Other programmatic and official party documentation,"Self-placement: The Eu needs to revert to being a trading bloc only, as was originally agreed",Self-placement
IEP0106,IF,34,No opinion,,,,
IEP0107,IF,35,Completely disagree,-2,Other programmatic and official party documentation,"Self-placement: Bodily autonomy and freedom of movement and choice are more important Additional: We stand against unnecessary lockdowns that restrict the basic rights and freedoms of our citizens. While we recognise the need to prioritise public health and safety, we believe that measures should be proportionate, transparent, and respectful of individual freedoms.",https://ireland-first.ie/our-policies/
IEP0108,IF,36,Tend to agree,1,Other programmatic and official party documentation,Self-placement: Increase spending on defence forces.,Self-placement
IEP0109,PBP,1,Completely agree,2,Other programmatic and official party documentation,"[We support] Increases in employers PRSI to fund adequate sick pay, maternity and paternity pay as well as parental leave.",https://www.pbp.ie/policies/workers-rights/
IEP0110,PBP,2,Completely agree,2,Other programmatic and official party documentation,People Before Profit would both ensure that there are decent well-paid jobs and increase social welfare payments for those who cannot work for whatever reason.,"https://www.pbp.ie/policies/economic-policy/#:~:text=Tax%20Justice%2C%20Pay%20Equality%20and%20Social%20Welfare&text=People%20Before%20Profit%20would%20both,youth%20by%20standardising%20welfare%20payments."
IEP0111,PBP,3,Completely disagree,-2,Other programmatic and official party documentation,"""Below we summarise the main measures we would take to even out the resources created in Ireland. - Close corporation tax loopholes and double the tax take. Ireland’s official rate of 12.5% is too low – but corporations do not even pay this. Because of a host of loopholes, the effective rate is between 4-5%. This is far lower than an average worker would pay. Corporations should pay a minimum rate of 20% on their profits – which is what low paid workers pay on their wages. But it should also be pushed up higher. - Make Apple pay their back taxes. In 2016 the EU Commission exposed Ireland as a tax haven. Deals made by the Irish Revenue Commissioners in 1991 and 2007 allowed Apple to get away with a tax rate of less than 2%. They now owe the Irish people €13 billion, plus interest – a total of €18-19 billion. This would go a long way to developing an indigenous development strategy but instead, the Irish government is spending millions in order to refuse the money. People Before Profit would drop all legal cases and take the money immediately. - A Tax on Millionaires. People Before Profit would levy a tax of 2% on the top 5% of wealth holders. Before this would kick in, however, we would allow one million euros to be set aside for their family home. This would affect the richest 18,000 households in the state, each of whom has roughly €3 million in accumulated wealth. The tax would bring in roughly €3.25 billion annually. - New Taxes on High Earners. People Before Profit would introduce new tax bands on those lucky enough to earn more than €100,000 per annum. The table below shows the initiative.""",https://www.pbp.ie/wp-content/uploads/2023/10/PBP-Budget-2024-V03.pdf
IEP0112,PBP,4,Completely agree,2,Latest national election manifesto of the party,"[We would] Redistribute wealth from the top 5%. Introduce higher rates of income tax for those earning more than €100,000 – move towards a maximum wage",https://www.pbp.ie/policies/economic-policy/
IEP0113,PBP,5,Tend to disagree,-1,"Recent interviews, press releases and social media communication (from party, party leader and/or leading candidates)",People Before Profit would go further and bring the pension age back to 65.,https://www.pbp.ie/pension-age-should-go-back-to-65/
IEP0114,PBP,6,Tend to agree,1,Other programmatic and official party documentation,We would also impose a levy on the major supermarkets and food processors to be redistributed to small and medium enterprises that prioritise nutritious food and environmental protection.,
IEP0115,PBP,7,Completely agree,2,Other programmatic and official party documentation,We support full equality for LGBTQ people,https://www.pbp.ie/policies/lgbtq-policy/
IEP0116,PBP,8,Tend to agree,1,"Recent interviews, press releases and social media communication (from party, party leader and/or leading candidates)",“This bill to decriminalise the possession of small amounts of cannabis for personal use is a moderate bill but is one that would modernise the way in which Ireland deals with drugs- specifically cannabis in this case.,"https://www.pbp.ie/people-before-profit-launch-bill-to-decriminalise-possession-of-small-amounts-of-cannabis-for-personal-use/#:~:text=Speaking%20on%20the%20bill%2C%20Deputy,specifically%20cannabis%20in%20this%20case."
IEP0117,PBP,9,Tend to disagree,-1,Latest national election manifesto of the party,"People Before Profit is opposed to the policy of ‘Fortress Europe’ which is designed to keep out migrants, asylum seekers and refugees.",https://www.pbp.ie/policies/racism-and-immigration-policy/
IEP0118,PBP,10,Completely disagree,-2,"Recent interviews, press releases and social media communication (from party, party leader and/or leading candidates)","People Before Profit is committed to the fight for women’s full bodily autonomy, including the right to free, safe, and legal abortion.",https://www.pbp.ie/policies/full-reproductive-rights-and-gender-equality/
IEP0119,PBP,11,Completely disagree,-2,Other programmatic and official party documentation,Europe should open its borders,https://www.pbp.ie/policies/racism-and-immigration-policy/
IEP0120,PBP,12,Completely agree,2,Other programmatic and official party documentation,"We will continue to campaign for fully equal social, economic, legal and political rights for women.",https://www.pbp.ie/policies/full-reproductive-rights-and-gender-equality/
IEP0121,PBP,13,Neutral,0,Other programmatic and official party documentation,Urban sprawl and the lack of genuinely extensive public transport have led to a massive dependence on private cars and private goods vehicles.,https://www.pbp.ie/policies/environmental-policy/
IEP0122,PBP,14,Tend to agree,1,Other programmatic and official party documentation,"You can’t control what you don’t own. An ecosocialist approach is necessary. Price controls must be matched by renationalisation of the energy sector. This can tackle the climate crisis by driving electrification of all aspects of the economy and a rapid shift to 100% renewable power, and tackle the cost of living crisis by guaranteeing affordable power to households.",https://www.pbp.ie/policies/energy-prices/
IEP0123,PBP,15,Completely agree,2,Other programmatic and official party documentation,"Our answer is to fight alongside those migrant workers for decent wages for all, not to object to the presence or employment of ‘foreigners’ - Immigrants are welcome here. Their presence enriches our society and brings both economic and cultural benefits. We seek to unite with them in the struggle for a better Ireland and a better world. We are completely opposed to the politics of scapegoating minorities and expect all our public representatives and spokespersons to combat it.",https://www.pbp.ie/policies/racism-and-immigration-policy/
